study_id,pmid,pmcid,doi,title,year,journal,url,fulltext_access_status,verification_status,setting_code,component_code,intervention_node_prelim,local_path,primary_reviewer,second_reviewer,arbitration_reviewer,screening_status,fulltext_final_decision,fulltext_exclusion_reason,consensus_status
FRAIL-113,39647881,,10.3143/geriatrics.61.447,[The difference in effect between individual exercise and collective exercise in older adults with frailty-A randomized controlled trial].,2024,Nihon Ronen Igakkai zasshi. Japanese journal of geriatrics,https://pubmed.ncbi.nlm.nih.gov/39647881/,publisher_or_library_fulltext_required,not_fulltext_mined,unclear,resistance;aerobic_walking;multicomponent_exercise,multicomponent_exercise,,Dr Siddalingaiah H S,Dr Chandrakala D,Joint consensus,,,,
FRAIL-114,39182446,,10.1016/j.jpsychires.2024.08.029,Impacts of subjective cognitive decline and mild cognitive impairment on the effectiveness of an exercise intervention among community-dwelling (Pre)frail older adults.,2024,Journal of psychiatric research,https://pubmed.ncbi.nlm.nih.gov/39182446/,publisher_or_library_fulltext_required,not_fulltext_mined,community,balance,exercise_only,,Dr Chandrakala D,Dr Siddalingaiah H S,Joint consensus,,,,
FRAIL-115,39166366,,10.1111/ggi.14960,"Correction to ""Effect of cholecalciferol supplementation on hand grip strength, walking speed, and expression of vitamin D receptor, interleukin-6, and insulin-like growth factor-1 in monocyte in pre-frail older adults: A randomized double-blind placebo-controlled trial"".",2024,Geriatrics & gerontology international,https://pubmed.ncbi.nlm.nih.gov/39166366/,publisher_or_library_fulltext_required,not_fulltext_mined,unclear,resistance;aerobic_walking;nutrition,exercise_plus_nutrition,,Dr Siddalingaiah H S,Dr Chandrakala D,Joint consensus,,,,
FRAIL-116,38727090,,10.1111/appy.12556,Changes in cognitive function after a 12-week POWER rehabilitation in older adults with schizophrenia and frailty.,2024,Asia-Pacific psychiatry : official journal of the Pacific Rim College of Psychiatrists,https://pubmed.ncbi.nlm.nih.gov/38727090/,publisher_or_library_fulltext_required,not_fulltext_mined,unclear,resistance;aerobic_walking,exercise_only,,Dr Chandrakala D,Dr Siddalingaiah H S,Joint consensus,,,,
FRAIL-117,38691121,,10.3928/00989134-20240416-04,"Effectiveness of Resistance Band Use in Conjunction With Tai Chi Among Older Adults With Prefrailty to Improve Functional Fitness, Quality of Life, and Heart Rate Variability.",2024,Journal of gerontological nursing,https://pubmed.ncbi.nlm.nih.gov/38691121/,publisher_or_library_fulltext_required,not_fulltext_mined,unclear,resistance;balance;mind_body,exercise_only,,Dr Siddalingaiah H S,Dr Chandrakala D,Joint consensus,,,,
FRAIL-118,38479253,,10.1016/j.rehab.2024.101819,Interactive boxing-cycling on frailty and activity limitations in frail and prefrail older adults: A randomized controlled trial.,2024,Annals of physical and rehabilitation medicine,https://pubmed.ncbi.nlm.nih.gov/38479253/,publisher_or_library_fulltext_required,not_fulltext_mined,unclear,resistance;aerobic_walking,exercise_only,,Dr Chandrakala D,Dr Siddalingaiah H S,Joint consensus,,,,
FRAIL-119,38430497,,,Verification of the Effects of a YouTube-Based Home-Based (Self-Managed Intervention) Training System Developed for Frailty Prevention: A Pilot Study.,2024,Journal of allied health,https://pubmed.ncbi.nlm.nih.gov/38430497/,publisher_or_library_fulltext_required,not_fulltext_mined,home,resistance;balance;digital_home,exercise_only,,Dr Siddalingaiah H S,Dr Chandrakala D,Joint consensus,,,,
FRAIL-120,38251739,,10.1093/ageing/afad253,Response rates and associated factors after a multicomponent intervention in frail older adults with diabetes.,2024,Age and ageing,https://pubmed.ncbi.nlm.nih.gov/38251739/,publisher_or_library_fulltext_required,not_fulltext_mined,primary_care,resistance;multicomponent_exercise;nutrition,exercise_plus_nutrition,,Dr Chandrakala D,Dr Siddalingaiah H S,Joint consensus,,,,
FRAIL-121,37997084,,10.1016/S0140-6736(23)02071-8,Enabling health and maintaining independence for older people at home (HomeHealth trial): a multicentre randomised controlled trial.,2023,"Lancet (London, England)",https://pubmed.ncbi.nlm.nih.gov/37997084/,publisher_or_library_fulltext_required,not_fulltext_mined,primary_care,nutrition;digital_home,nutrition_only,,Dr Siddalingaiah H S,Dr Chandrakala D,Joint consensus,,,,
FRAIL-122,37026833,,10.1097/PHM.0000000000002246,Effects of Exercise Interventions on Physical Performance and Activities of Daily Living in Oldest-Old and Frail Older Adults: A Review of the Literature.,2023,American journal of physical medicine & rehabilitation,https://pubmed.ncbi.nlm.nih.gov/37026833/,publisher_or_library_fulltext_required,not_fulltext_mined,community,resistance;balance;aerobic_walking;multicomponent_exercise,multicomponent_exercise,,Dr Chandrakala D,Dr Siddalingaiah H S,Joint consensus,,,,
FRAIL-123,36849160,,10.1093/ageing/afad012,Building resilience and reversing frailty: a randomised controlled trial of a primary care intervention for older adults.,2023,Age and ageing,https://pubmed.ncbi.nlm.nih.gov/36849160/,publisher_or_library_fulltext_required,not_fulltext_mined,primary_care,resistance;nutrition;digital_home,exercise_plus_nutrition,,Dr Siddalingaiah H S,Dr Chandrakala D,Joint consensus,,,,
FRAIL-124,36629088,,10.14283/jfa.2022.48,"Effects of Vitamin D, Omega-3 Fatty Acids and a Home Exercise Program on Prevention of Pre-Frailty in Older Adults: The DO-HEALTH Randomized Clinical Trial.",2023,The Journal of frailty & aging,https://pubmed.ncbi.nlm.nih.gov/36629088/,publisher_or_library_fulltext_required,not_fulltext_mined,community,nutrition,nutrition_only,,Dr Chandrakala D,Dr Siddalingaiah H S,Joint consensus,,,,
FRAIL-125,34417416,,10.1519/JPT.0000000000000326,Effectiveness of a Supervised Group-Based Otago Exercise Program on Functional Performance in Frail Institutionalized Older Adults: A Multicenter Randomized Controlled Trial.,2023,Journal of geriatric physical therapy (2001),https://pubmed.ncbi.nlm.nih.gov/34417416/,publisher_or_library_fulltext_required,not_fulltext_mined,unclear,resistance;balance;aerobic_walking;multicomponent_exercise;nutrition;digital_home,exercise_plus_nutrition,,Dr Siddalingaiah H S,Dr Chandrakala D,Joint consensus,,,,
FRAIL-126,36037722,,10.1016/j.archger.2022.104792,Resistance training-induced improvement in physical function is not associated to changes in endocrine somatotropic activity in prefrail older adults.,2022,Archives of gerontology and geriatrics,https://pubmed.ncbi.nlm.nih.gov/36037722/,publisher_or_library_fulltext_required,not_fulltext_mined,community,resistance;nutrition,exercise_plus_nutrition,,Dr Chandrakala D,Dr Siddalingaiah H S,Joint consensus,,,,
FRAIL-127,34283997,,10.1016/j.apmr.2021.06.017,"Effect of 12-Month Supervised, Home-Based Physical Exercise on Functioning Among Persons With Signs of Frailty: A Randomized Controlled Trial.",2021,Archives of physical medicine and rehabilitation,https://pubmed.ncbi.nlm.nih.gov/34283997/,publisher_or_library_fulltext_required,not_fulltext_mined,home,resistance;balance;digital_home,exercise_only,,Dr Siddalingaiah H S,Dr Chandrakala D,Joint consensus,,,,
FRAIL-128,33975304,,10.1159/000514676,Reinforcement Effects of Social Network Intervention during Nutritional Supplementation in Frail Older Adults.,2021,Gerontology,https://pubmed.ncbi.nlm.nih.gov/33975304/,publisher_or_library_fulltext_required,not_fulltext_mined,community,nutrition,nutrition_only,,Dr Chandrakala D,Dr Siddalingaiah H S,Joint consensus,,,,
FRAIL-129,33691612,,10.1080/21551197.2021.1886222,A Randomized Controlled Pilot Exercise and Protein Effectiveness Supplementation Study (EXPRESS) on Reducing Frailty Risk in Community-Dwelling Older People.,2021,Journal of nutrition in gerontology and geriatrics,https://pubmed.ncbi.nlm.nih.gov/33691612/,publisher_or_library_fulltext_required,not_fulltext_mined,community,resistance;multicomponent_exercise;nutrition,exercise_plus_nutrition,,Dr Siddalingaiah H S,Dr Chandrakala D,Joint consensus,,,,
FRAIL-130,33128790,,10.1111/joor.13122,Improvement of oral hypofunction by a comprehensive oral and physical exercise programme including textured lunch gatherings.,2021,Journal of oral rehabilitation,https://pubmed.ncbi.nlm.nih.gov/33128790/,publisher_or_library_fulltext_required,not_fulltext_mined,community,resistance;aerobic_walking;nutrition,exercise_plus_nutrition,,Dr Chandrakala D,Dr Siddalingaiah H S,Joint consensus,,,,
FRAIL-131,32858228,,10.1016/j.cct.2020.106124,DO-HEALTH: Vitamin D3 - Omega-3 - Home exercise - Healthy aging and longevity trial - Design of a multinational clinical trial on healthy aging among European seniors.,2021,Contemporary clinical trials,https://pubmed.ncbi.nlm.nih.gov/32858228/,publisher_or_library_fulltext_required,not_fulltext_mined,community,resistance;balance;nutrition,exercise_plus_nutrition,,Dr Siddalingaiah H S,Dr Chandrakala D,Joint consensus,,,,
FRAIL-132,32443963,,10.1089/rej.2020.2302,Perceptive-Cognitive and Physical Function in Prefrail Older Adults: Exergaming Versus Traditional Multicomponent Training.,2021,Rejuvenation research,https://pubmed.ncbi.nlm.nih.gov/32443963/,publisher_or_library_fulltext_required,not_fulltext_mined,unclear,resistance;balance;multicomponent_exercise;digital_home,multicomponent_exercise,,Dr Chandrakala D,Dr Siddalingaiah H S,Joint consensus,,,,
FRAIL-133,31706917,,10.1016/j.jamda.2019.08.024,Effects of a Multicomponent Frailty Prevention Program in Prefrail Community-Dwelling Older Persons: A Randomized Controlled Trial.,2020,Journal of the American Medical Directors Association,https://pubmed.ncbi.nlm.nih.gov/31706917/,publisher_or_library_fulltext_required,not_fulltext_mined,community,resistance;balance;aerobic_walking;multicomponent_exercise,multicomponent_exercise,,Dr Siddalingaiah H S,Dr Chandrakala D,Joint consensus,,,,
FRAIL-134,30528641,,10.1016/j.exger.2018.11.022,Effect of a short multicomponent exercise intervention focused on muscle power in frail and pre frail elderly: A pilot trial.,2019,Experimental gerontology,https://pubmed.ncbi.nlm.nih.gov/30528641/,publisher_or_library_fulltext_required,not_fulltext_mined,unclear,resistance;aerobic_walking;multicomponent_exercise,multicomponent_exercise,,Dr Chandrakala D,Dr Siddalingaiah H S,Joint consensus,,,,
FRAIL-135,29395372,,10.1016/j.clnu.2017.12.020,"A high whey protein, vitamin D and E supplement preserves muscle mass, strength, and quality of life in sarcopenic older adults: A double-blind randomized controlled trial.",2019,"Clinical nutrition (Edinburgh, Scotland)",https://pubmed.ncbi.nlm.nih.gov/29395372/,publisher_or_library_fulltext_required,not_fulltext_mined,unclear,resistance;balance;nutrition,exercise_plus_nutrition,,Dr Siddalingaiah H S,Dr Chandrakala D,Joint consensus,,,,
FRAIL-136,29381526,,10.1519/JPT.0000000000000155,The Modified Otago Exercises Prevent Grip Strength Deterioration Among Older Fallers in the Malaysian Falls Assessment and Intervention Trial (MyFAIT).,2019,Journal of geriatric physical therapy (2001),https://pubmed.ncbi.nlm.nih.gov/29381526/,publisher_or_library_fulltext_required,not_fulltext_mined,unclear,resistance;balance,exercise_only,,Dr Chandrakala D,Dr Siddalingaiah H S,Joint consensus,,,,
FRAIL-137,30328470,,10.2340/16501977-2490,Effect of respiratory rehabilitation for frail older patients with musculoskeletal disorders: a randomized controlled trial.,2018,Journal of rehabilitation medicine,https://pubmed.ncbi.nlm.nih.gov/30328470/,publisher_or_library_fulltext_required,not_fulltext_mined,community,resistance,exercise_only,,Dr Siddalingaiah H S,Dr Chandrakala D,Joint consensus,,,,
FRAIL-138,30053278,,10.1093/jn/nxy024,Cholecalciferol or 25-Hydroxycholecalciferol Supplementation Does Not Affect Muscle Strength and Physical Performance in Prefrail and Frail Older Adults.,2018,The Journal of nutrition,https://pubmed.ncbi.nlm.nih.gov/30053278/,publisher_or_library_fulltext_required,not_fulltext_mined,community,resistance;nutrition,exercise_plus_nutrition,,Dr Chandrakala D,Dr Siddalingaiah H S,Joint consensus,,,,
FRAIL-139,29455058,,10.1016/j.archger.2018.02.005,Physical activity combined with resistance training reduces symptoms of frailty in older adults: A randomized controlled trial.,2018,Archives of gerontology and geriatrics,https://pubmed.ncbi.nlm.nih.gov/29455058/,publisher_or_library_fulltext_required,not_fulltext_mined,community,resistance,exercise_only,,Dr Siddalingaiah H S,Dr Chandrakala D,Joint consensus,,,,
FRAIL-140,29183035,,10.1159/000484663,User-Oriented Evaluation of a Robotic Rollator That Provides Navigation Assistance in Frail Older Adults with and without Cognitive Impairment.,2018,Gerontology,https://pubmed.ncbi.nlm.nih.gov/29183035/,publisher_or_library_fulltext_required,not_fulltext_mined,unclear,aerobic_walking,exercise_only,,Dr Chandrakala D,Dr Siddalingaiah H S,Joint consensus,,,,
FRAIL-141,28064172,,10.1093/ageing/afw242,Effectiveness of an intervention to prevent frailty in pre-frail community-dwelling older people consulting in primary care: a randomised controlled trial.,2017,Age and ageing,https://pubmed.ncbi.nlm.nih.gov/28064172/,publisher_or_library_fulltext_required,not_fulltext_mined,primary_care,resistance;balance;aerobic_walking;nutrition,exercise_plus_nutrition,,Dr Siddalingaiah H S,Dr Chandrakala D,Joint consensus,,,,
FRAIL-142,27993489,,10.1016/j.jphys.2016.11.007,A multifactorial intervention for frail older people is more than twice as effective among those who are compliant: complier average causal effect analysis of a randomised trial.,2017,Journal of physiotherapy,https://pubmed.ncbi.nlm.nih.gov/27993489/,publisher_or_library_fulltext_required,not_fulltext_mined,community,unclear,unclear,,Dr Chandrakala D,Dr Siddalingaiah H S,Joint consensus,,,,
FRAIL-143,27588891,,10.1016/j.archger.2016.08.009,Fear of falling reduced by a lay led home-based program in frail community-dwelling older adults: A randomised controlled trial.,2017,Archives of gerontology and geriatrics,https://pubmed.ncbi.nlm.nih.gov/27588891/,publisher_or_library_fulltext_required,not_fulltext_mined,home,resistance;balance;nutrition;digital_home,exercise_plus_nutrition,,Dr Siddalingaiah H S,Dr Chandrakala D,Joint consensus,,,,
FRAIL-144,27138245,,10.1111/ggi.12795,Effects of an integrated health education and elastic band resistance training program on physical function and muscle strength in community-dwelling elderly women: Healthy Aging and Happy Aging II study.,2017,Geriatrics & gerontology international,https://pubmed.ncbi.nlm.nih.gov/27138245/,publisher_or_library_fulltext_required,not_fulltext_mined,community,resistance;digital_home,exercise_only,,Dr Chandrakala D,Dr Siddalingaiah H S,Joint consensus,,,,
FRAIL-145,26947059,,10.1016/j.jamda.2016.01.019,"A Multicomponent Exercise Intervention that Reverses Frailty and Improves Cognition, Emotion, and Social Networking in the Community-Dwelling Frail Elderly: A Randomized Clinical Trial.",2016,Journal of the American Medical Directors Association,https://pubmed.ncbi.nlm.nih.gov/26947059/,publisher_or_library_fulltext_required,not_fulltext_mined,primary_care,resistance;aerobic_walking;multicomponent_exercise;nutrition,exercise_plus_nutrition,,Dr Siddalingaiah H S,Dr Chandrakala D,Joint consensus,,,,
FRAIL-146,27032052,,10.14283/jfa.2015.49,Nutrition and Frailty: A Review of Clinical Intervention Studies.,2015,The Journal of frailty & aging,https://pubmed.ncbi.nlm.nih.gov/27032052/,publisher_or_library_fulltext_required,not_fulltext_mined,unclear,resistance;aerobic_walking;nutrition,exercise_plus_nutrition,,Dr Chandrakala D,Dr Siddalingaiah H S,Joint consensus,,,,
FRAIL-147,26663424,,10.1111/jgs.13834,Cost-Effectiveness of a Chronic Care Model for Frail Older Adults in Primary Care: Economic Evaluation Alongside a Stepped-Wedge Cluster-Randomized Trial.,2015,Journal of the American Geriatrics Society,https://pubmed.ncbi.nlm.nih.gov/26663424/,publisher_or_library_fulltext_required,not_fulltext_mined,primary_care,multidomain,multidomain,,Dr Siddalingaiah H S,Dr Chandrakala D,Joint consensus,,,,
FRAIL-148,26159634,,10.1016/j.amjmed.2015.06.017,"Nutritional, Physical, Cognitive, and Combination Interventions and Frailty Reversal Among Older Adults: A Randomized Controlled Trial.",2015,The American journal of medicine,https://pubmed.ncbi.nlm.nih.gov/26159634/,publisher_or_library_fulltext_required,not_fulltext_mined,community,resistance;balance;nutrition;digital_home,exercise_plus_nutrition,,Dr Chandrakala D,Dr Siddalingaiah H S,Joint consensus,,,,
FRAIL-149,25659620,,10.1016/j.jamda.2014.12.005,Effects of a combined physical training and nutrition intervention on physical performance and health-related quality of life in prefrail older women living in the community: a randomized controlled trial.,2015,Journal of the American Medical Directors Association,https://pubmed.ncbi.nlm.nih.gov/25659620/,publisher_or_library_fulltext_required,not_fulltext_mined,community,resistance;balance;aerobic_walking;multicomponent_exercise;nutrition;digital_home,exercise_plus_nutrition,,Dr Siddalingaiah H S,Dr Chandrakala D,Joint consensus,,,,
FRAIL-150,27049906,,10.14283/jfa.2014.13,Predicting the Efficacy of Protein-Energy Supplementation in Frail Older Adults Living in Community.,2014,The Journal of frailty & aging,https://pubmed.ncbi.nlm.nih.gov/27049906/,publisher_or_library_fulltext_required,not_fulltext_mined,community,nutrition,nutrition_only,,Dr Chandrakala D,Dr Siddalingaiah H S,Joint consensus,,,,
FRAIL-151,24381025,,10.1093/ageing/aft204,"Effect of a multifactorial, interdisciplinary intervention on risk factors for falls and fall rate in frail older people: a randomised controlled trial.",2014,Age and ageing,https://pubmed.ncbi.nlm.nih.gov/24381025/,publisher_or_library_fulltext_required,not_fulltext_mined,community,resistance;balance,exercise_only,,Dr Siddalingaiah H S,Dr Chandrakala D,Joint consensus,,,,
FRAIL-152,23906550,,10.1093/geront/gnt078,Physical function and fear of falling 2 years after the health-promoting randomized controlled trial: elderly persons in the risk zone.,2014,The Gerontologist,https://pubmed.ncbi.nlm.nih.gov/23906550/,publisher_or_library_fulltext_required,not_fulltext_mined,community,balance;aerobic_walking,exercise_only,,Dr Chandrakala D,Dr Siddalingaiah H S,Joint consensus,,,,
FRAIL-153,23740589,,10.1007/s40520-013-0048-3,The effect of functional circuit training on self-reported fear of falling and health status in a group of physically frail older individuals: a randomized controlled trial.,2013,Aging clinical and experimental research,https://pubmed.ncbi.nlm.nih.gov/23740589/,publisher_or_library_fulltext_required,not_fulltext_mined,community,resistance;balance,exercise_only,,Dr Siddalingaiah H S,Dr Chandrakala D,Joint consensus,,,,
FRAIL-154,23429407,,10.1097/MCO.0b013e32835f503f,Intentional weight loss in older adults: useful or wasting disease generating strategy?,2013,Current opinion in clinical nutrition and metabolic care,https://pubmed.ncbi.nlm.nih.gov/23429407/,publisher_or_library_fulltext_required,not_fulltext_mined,unclear,resistance;aerobic_walking;nutrition;digital_home,exercise_plus_nutrition,,Dr Chandrakala D,Dr Siddalingaiah H S,Joint consensus,,,,
FRAIL-155,22879453,,10.1093/gerona/gls167,Preventive effect of protein-energy supplementation on the functional decline of frail older adults with low socioeconomic status: a community-based randomized controlled study.,2013,"The journals of gerontology. Series A, Biological sciences and medical sciences",https://pubmed.ncbi.nlm.nih.gov/22879453/,publisher_or_library_fulltext_required,not_fulltext_mined,community,resistance;nutrition,exercise_plus_nutrition,,Dr Siddalingaiah H S,Dr Chandrakala D,Joint consensus,,,,
FRAIL-156,22744992,,10.1002/rnj.25,Wii-hab for pre-frail older adults.,2012,Rehabilitation nursing : the official journal of the Association of Rehabilitation Nurses,https://pubmed.ncbi.nlm.nih.gov/22744992/,publisher_or_library_fulltext_required,not_fulltext_mined,community,balance;digital_home,exercise_only,,Dr Chandrakala D,Dr Siddalingaiah H S,Joint consensus,,,,
FRAIL-157,20956842,,10.1123/japa.18.4.401,The effect of functional circuit training on physical frailty in frail older adults: a randomized controlled trial.,2010,Journal of aging and physical activity,https://pubmed.ncbi.nlm.nih.gov/20956842/,publisher_or_library_fulltext_required,not_fulltext_mined,community,resistance;balance,exercise_only,,Dr Siddalingaiah H S,Dr Chandrakala D,Joint consensus,,,,
FRAIL-158,20171455,,10.1016/S0167-4943(10)70011-X,"The effectiveness of a comprehensive geriatric assessment intervention program for frailty in community-dwelling older people: a randomized, controlled trial.",2010,Archives of gerontology and geriatrics,https://pubmed.ncbi.nlm.nih.gov/20171455/,publisher_or_library_fulltext_required,not_fulltext_mined,community,nutrition;digital_home;multidomain,multidomain,,Dr Chandrakala D,Dr Siddalingaiah H S,Joint consensus,,,,
FRAIL-159,20044155,,10.1016/j.archger.2009.12.001,Effects of a physical training and nutritional intervention program in frail elderly people regarding habitual physical activity level and activities of daily living--a randomized controlled pilot study.,2010,Archives of gerontology and geriatrics,https://pubmed.ncbi.nlm.nih.gov/20044155/,publisher_or_library_fulltext_required,not_fulltext_mined,home,aerobic_walking;nutrition;digital_home,exercise_plus_nutrition,,Dr Siddalingaiah H S,Dr Chandrakala D,Joint consensus,,,,
FRAIL-160,19394017,,10.1016/j.ijnurstu.2009.03.010,Comparison of three established measures of fear of falling in community-dwelling older adults: psychometric testing.,2009,International journal of nursing studies,https://pubmed.ncbi.nlm.nih.gov/19394017/,publisher_or_library_fulltext_required,not_fulltext_mined,community,balance;digital_home,exercise_only,,Dr Chandrakala D,Dr Siddalingaiah H S,Joint consensus,,,,
FRAIL-161,18804874,,10.1016/j.archger.2008.05.011,Comparison of 2-year effects of once and twice weekly water exercise on activities of daily living ability of community dwelling frail elderly.,2009,Archives of gerontology and geriatrics,https://pubmed.ncbi.nlm.nih.gov/18804874/,publisher_or_library_fulltext_required,not_fulltext_mined,community,resistance;aerobic_walking,exercise_only,,Dr Siddalingaiah H S,Dr Chandrakala D,Joint consensus,,,,
FRAIL-162,18608400,,10.1080/09638280701817552,Comparison two-year effects of once-weekly and twice-weekly water exercise on health-related quality of life of community-dwelling frail elderly people at a day-service facility.,2009,Disability and rehabilitation,https://pubmed.ncbi.nlm.nih.gov/18608400/,publisher_or_library_fulltext_required,not_fulltext_mined,community,resistance;aerobic_walking,exercise_only,,Dr Chandrakala D,Dr Siddalingaiah H S,Joint consensus,,,,
FRAIL-163,18431084,,10.1007/BF03324763,Effects of a physical and nutritional intervention program for frail elderly people over age 75. A randomized controlled pilot treatment trial.,2008,Aging clinical and experimental research,https://pubmed.ncbi.nlm.nih.gov/18431084/,publisher_or_library_fulltext_required,not_fulltext_mined,community,resistance;balance;aerobic_walking;nutrition,exercise_plus_nutrition,,Dr Siddalingaiah H S,Dr Chandrakala D,Joint consensus,,,,
FRAIL-164,17624483,,10.2340/16501977-0080,Feasibility and effectiveness of a nurse-led community exercise programme for prevention of falls among frail elderly people: a multi-centre controlled trial.,2007,Journal of rehabilitation medicine,https://pubmed.ncbi.nlm.nih.gov/17624483/,publisher_or_library_fulltext_required,not_fulltext_mined,home,balance;nutrition,exercise_plus_nutrition,,Dr Chandrakala D,Dr Siddalingaiah H S,Joint consensus,,,,
FRAIL-165,16813773,,10.1016/j.apmr.2006.04.005,Effects of exercise programs on falls and mobility in frail and pre-frail older adults: A multicenter randomized controlled trial.,2006,Archives of physical medicine and rehabilitation,https://pubmed.ncbi.nlm.nih.gov/16813773/,publisher_or_library_fulltext_required,not_fulltext_mined,unclear,balance;aerobic_walking;mind_body,exercise_only,,Dr Siddalingaiah H S,Dr Chandrakala D,Joint consensus,,,,
FRAIL-166,16636211,,10.1001/archinte.166.8.860,Effect of weight loss and exercise on frailty in obese older adults.,2006,Archives of internal medicine,https://pubmed.ncbi.nlm.nih.gov/16636211/,publisher_or_library_fulltext_required,not_fulltext_mined,unclear,resistance;balance;aerobic_walking;digital_home,exercise_only,,Dr Chandrakala D,Dr Siddalingaiah H S,Joint consensus,,,,
FRAIL-167,16510864,,10.1093/gerona/61.2.184,"The influence of intense Tai Chi training on physical performance and hemodynamic outcomes in transitionally frail, older adults.",2006,"The journals of gerontology. Series A, Biological sciences and medical sciences",https://pubmed.ncbi.nlm.nih.gov/16510864/,publisher_or_library_fulltext_required,not_fulltext_mined,unclear,balance;mind_body,exercise_only,,Dr Siddalingaiah H S,Dr Chandrakala D,Joint consensus,,,,
FRAIL-168,15241748,,10.1016/j.apmr.2003.10.021,A prehabilitation program for the prevention of functional decline: effect on higher-level physical function.,2004,Archives of physical medicine and rehabilitation,https://pubmed.ncbi.nlm.nih.gov/15241748/,publisher_or_library_fulltext_required,not_fulltext_mined,home,digital_home,digital_home_unclear_intervention,,Dr Chandrakala D,Dr Siddalingaiah H S,Joint consensus,,,,
FRAIL-169,14687360,,10.1046/j.1532-5415.2003.51566.x,Selected as the best paper in the 1990s: Reducing frailty and falls in older persons: an investigation of tai chi and computerized balance training.,2003,Journal of the American Geriatrics Society,https://pubmed.ncbi.nlm.nih.gov/14687360/,publisher_or_library_fulltext_required,not_fulltext_mined,community,resistance;balance;aerobic_walking;mind_body;digital_home,exercise_only,,Dr Siddalingaiah H S,Dr Chandrakala D,Joint consensus,,,,
FRAIL-170,12588571,,10.1046/j.1532-5415.2003.51101.x,"A randomized, controlled trial of quadriceps resistance exercise and vitamin D in frail older people: the Frailty Interventions Trial in Elderly Subjects (FITNESS).",2003,Journal of the American Geriatrics Society,https://pubmed.ncbi.nlm.nih.gov/12588571/,publisher_or_library_fulltext_required,not_fulltext_mined,home,resistance;balance;nutrition;digital_home,exercise_plus_nutrition,,Dr Chandrakala D,Dr Siddalingaiah H S,Joint consensus,,,,
FRAIL-171,12448161,,,[Physical training as treatment of reduced functional ability in frail 75+ year-olds living at home. A randomized intervention study in general practice with technological assessment elements].,2002,Ugeskrift for laeger,https://pubmed.ncbi.nlm.nih.gov/12448161/,publisher_or_library_fulltext_required,not_fulltext_mined,primary_care,resistance;balance;aerobic_walking;multicomponent_exercise,multicomponent_exercise,,Dr Siddalingaiah H S,Dr Chandrakala D,Joint consensus,,,,
FRAIL-172,12171453,,,"Benefits of nutritional supplementation in free-living, frail, undernourished elderly people: a prospective randomized community trial.",2002,Journal of the American Dietetic Association,https://pubmed.ncbi.nlm.nih.gov/12171453/,publisher_or_library_fulltext_required,not_fulltext_mined,community,resistance;nutrition;digital_home,exercise_plus_nutrition,,Dr Chandrakala D,Dr Siddalingaiah H S,Joint consensus,,,,
FRAIL-173,11427784,,10.1097/00005768-200106001-00028,Exercise dose-response effects on quality of life and independent living in older adults.,2001,Medicine and science in sports and exercise,https://pubmed.ncbi.nlm.nih.gov/11427784/,publisher_or_library_fulltext_required,not_fulltext_mined,unclear,resistance;aerobic_walking;digital_home,exercise_only,,Dr Siddalingaiah H S,Dr Chandrakala D,Joint consensus,,,,
FRAIL-174,11387588,,10.1053/apmr.2001.23278,"Physical exercise and/or enriched foods for functional improvement in frail, independently living elderly: a randomized controlled trial.",2001,Archives of physical medicine and rehabilitation,https://pubmed.ncbi.nlm.nih.gov/11387588/,publisher_or_library_fulltext_required,not_fulltext_mined,community,nutrition;digital_home,nutrition_only,,Dr Chandrakala D,Dr Siddalingaiah H S,Joint consensus,,,,
FRAIL-175,10968301,,10.1111/j.1532-5415.2000.tb06894.x,Attrition in an exercise intervention: a comparison of early and later dropouts.,2000,Journal of the American Geriatrics Society,https://pubmed.ncbi.nlm.nih.gov/10968301/,publisher_or_library_fulltext_required,not_fulltext_mined,community,aerobic_walking,exercise_only,,Dr Siddalingaiah H S,Dr Chandrakala D,Joint consensus,,,,
FRAIL-176,10896013,,10.1053/apmr.2000.4425,Low-intensity exercise as a modifier of physical frailty in older adults.,2000,Archives of physical medicine and rehabilitation,https://pubmed.ncbi.nlm.nih.gov/10896013/,publisher_or_library_fulltext_required,not_fulltext_mined,home,resistance;balance;digital_home,exercise_only,,Dr Chandrakala D,Dr Siddalingaiah H S,Joint consensus,,,,
FRAIL-177,10496549,,10.1093/gerona/54.8.m428,The relation between psychometric test performance and physical performance in older adults.,1999,"The journals of gerontology. Series A, Biological sciences and medical sciences",https://pubmed.ncbi.nlm.nih.gov/10496549/,publisher_or_library_fulltext_required,not_fulltext_mined,community,unclear,unclear,,Dr Siddalingaiah H S,Dr Chandrakala D,Joint consensus,,,,
FRAIL-178,10462167,,10.1093/gerona/54.7.m353,Peak aerobic power is an important component of physical performance in older women.,1999,"The journals of gerontology. Series A, Biological sciences and medical sciences",https://pubmed.ncbi.nlm.nih.gov/10462167/,publisher_or_library_fulltext_required,not_fulltext_mined,community,aerobic_walking,exercise_only,,Dr Chandrakala D,Dr Siddalingaiah H S,Joint consensus,,,,
