title,study_design,species_model,ageing_domain_category,intervention_name,claim_score,claim_category,bias_level
"Beneficial Effects of Fisetin, a Senotherapeutic Compound, in Women's Reproductive Health and Diseases: Evidence from In Vitro to Clinical Studies.",in_vitro_study,cellular,surrogate_or_indirect,senolytics,4.5,speculative_or_hype_heavy,moderate_or_high
"How We Sleep, How We Move, How Long We Expect to Live: An Integrative Review of Lifestyle Behaviors and Subjective Life Expectancy.",animal_experiment,unclear,surrogate_or_indirect,sleep_circadian,5.5,biomarker_or_preclinical_evidence,moderate_or_high
From Lifespan to Healthspan: Integrating Nutrition and Physical Activity in Healthy Ageing.,animal_experiment,unclear,hard_ageing_relevance,exercise,9.5,promising_but_incomplete,moderate_or_high
"Diet, the Gut Microbiome, and Estrogen Physiology: A Review in Menopausal Health and Interventions.",unclear_or_metadata_only,human,surrogate_or_indirect,microbiome,9.5,promising_but_incomplete,moderate_or_high
A Narrative Review of Nicotinamide Adenine Dinucleotide (NAD)+ Intermediates Nicotinamide Riboside and Nicotinamide Mononucleotide for Keratinocyte Carcinoma Risk Reduction,animal_experiment,unclear,surrogate_or_indirect,nad_sirtuin,5.5,biomarker_or_preclinical_evidence,moderate_or_high
"Gut Microbiota, Probiotics, and Aging: Molecular Mechanisms and Implications for Healthy Aging.",unclear_or_metadata_only,unclear,surrogate_or_indirect,microbiome,5.5,biomarker_or_preclinical_evidence,moderate_or_high
Senolytic effect of dasatinib and quercetin on human beings,unclear_or_metadata_only,human,surrogate_or_indirect,senolytics,9.5,promising_but_incomplete,moderate_or_high
Caloric Restriction,unclear_or_metadata_only,unclear,surrogate_or_indirect,caloric_restriction,5.5,biomarker_or_preclinical_evidence,moderate_or_high
Nicotinamide mononucleotide attenuates hepatic endoplasmic reticulum stress and modulates circadian rhythms in young mice with diet-induced obesity.,animal_experiment,animal,surrogate_or_indirect,sleep_circadian,8.5,promising_but_incomplete,moderate_or_high
Resistance Training and Frail Adults,unclear_or_metadata_only,human,surrogate_or_indirect,exercise,10.5,promising_but_incomplete,moderate_or_high
"Aging, health, and physical activity in Iran",unclear_or_metadata_only,unclear,surrogate_or_indirect,exercise,6.5,biomarker_or_preclinical_evidence,moderate_or_high
"Education, physical activity, and healthy aging in Italy",unclear_or_metadata_only,unclear,surrogate_or_indirect,exercise,6.5,biomarker_or_preclinical_evidence,moderate_or_high
Healthy aging in Cuba through physical activity,unclear_or_metadata_only,unclear,surrogate_or_indirect,exercise,6.5,biomarker_or_preclinical_evidence,moderate_or_high
Physical and cognitive exercise in ageing,unclear_or_metadata_only,unclear,surrogate_or_indirect,exercise,6.5,biomarker_or_preclinical_evidence,moderate_or_high
Physiological Adaptability to Training and Physical Activity,unclear_or_metadata_only,unclear,surrogate_or_indirect,exercise,6.5,biomarker_or_preclinical_evidence,moderate_or_high
Proof of Concept - The Impact of Resistance Training on Female Biological Age: Evidence from a Sex-Specific Epigenetic Clock (UmmuAge),unclear_or_metadata_only,unclear,biological_ageing_biomarker,exercise,8.5,promising_but_incomplete,moderate_or_high
Cross-senolytic effects of dasatinib and quercetin in humans,unclear_or_metadata_only,human,surrogate_or_indirect,senolytics,9.5,promising_but_incomplete,moderate_or_high
Nicotinamide Mononucleotide (NMN) as a Solution of Decrease Nicotinamide Adenine Dinucleotide (NAD+) in Aging,unclear_or_metadata_only,unclear,surrogate_or_indirect,nad_sirtuin,5.5,biomarker_or_preclinical_evidence,moderate_or_high
Peer Review Report For: Dietary restriction with and without caloric restriction for healthy aging [version 1; peer review: 3 approved],unclear_or_metadata_only,unclear,surrogate_or_indirect,caloric_restriction,5.5,biomarker_or_preclinical_evidence,moderate_or_high
Peer Review Report For: Dietary restriction with and without caloric restriction for healthy aging [version 1; peer review: 3 approved],unclear_or_metadata_only,unclear,surrogate_or_indirect,caloric_restriction,5.5,biomarker_or_preclinical_evidence,moderate_or_high
Peer Review Report For: Dietary restriction with and without caloric restriction for healthy aging [version 1; peer review: 3 approved],unclear_or_metadata_only,unclear,surrogate_or_indirect,caloric_restriction,5.5,biomarker_or_preclinical_evidence,moderate_or_high
Overview of parabiosis and heterochronic parabiosis research in the context of aging,unclear_or_metadata_only,unclear,surrogate_or_indirect,controversial,2.0,speculative_or_hype_heavy,moderate_or_high
"Sequential versus Co-treatment of MitoQ and NMN to Enhance Autophagy, NAD⁺ Metabolism, and Mitochondrial Function in Cellular Senescence, with Exploratory Uncoupler–NMN Synergy in Vascular Aging",animal_experiment,cellular,biological_ageing_biomarker,nad_sirtuin,7.5,biomarker_or_preclinical_evidence,moderate_or_high
"Where and How in the mTOR Pathway Inhibitors Fight Aging: Rapamycin, Resveratrol, and Metformin",animal_experiment,unclear,surrogate_or_indirect,metformin,6.5,biomarker_or_preclinical_evidence,moderate_or_high
Partial Reprogramming Uncouples Cellular Identity from Cellular Aging in Mesenchymal Stromal Cells,in_vitro_study,cellular,surrogate_or_indirect,reprogramming,4.0,speculative_or_hype_heavy,moderate_or_high
"Impact of probiotic supplementation in lactating sows on immune and oxidative stress biomarkers, short-chain fatty acids, piglet performance, and fecal microbiome",unclear_or_metadata_only,human,surrogate_or_indirect,microbiome,9.5,promising_but_incomplete,moderate_or_high
Molecular mechanisms of metformin action: From metabolic effects to lifespan extension and healthspan promotion.,unclear_or_metadata_only,unclear,hard_ageing_relevance,metformin,9.5,promising_but_incomplete,moderate_or_high
EFFICACY OF NICOTINAMIDE MONONUCLEOTIDE SUPPLEMENTATION (NMN) IN BLOOD NICOTINAMIDE ADENINE DINUCLEOTIDE (NAD) FOR ANTI-AGING IN ADULTS: A SYSTEMATIC REVIEW,unclear_or_metadata_only,human,surrogate_or_indirect,nad_sirtuin,9.5,promising_but_incomplete,moderate_or_high
"Impact of nicotinamide riboside, a precursor of NAD⁺ on cardiac remodeling after myocardial infarction in rat",animal_experiment,animal,surrogate_or_indirect,nad_sirtuin,7.0,biomarker_or_preclinical_evidence,moderate_or_high
Anti-aging effects of metformin: impact on signs of aging,unclear_or_metadata_only,unclear,surrogate_or_indirect,metformin,6.5,biomarker_or_preclinical_evidence,moderate_or_high
"Peer Review #2 of ""Nicotinamide riboside exerts protective effect against aging-induced NAFLD-like hepatic dysfunction in mice (v0.1)""",animal_experiment,animal,surrogate_or_indirect,nad_sirtuin,7.0,biomarker_or_preclinical_evidence,moderate_or_high
Figure 1. Various modes of axonal protection mediated by the manipulation of NAD+ synthesis pathways.,unclear_or_metadata_only,unclear,surrogate_or_indirect,nad_sirtuin,5.5,biomarker_or_preclinical_evidence,moderate_or_high
Figure 2—figure supplement 4. Age-related changes in DNA methylation of the ten WLMT clock sites with highest positive weights.,unclear_or_metadata_only,human,surrogate_or_indirect,supplements,9.0,promising_but_incomplete,moderate_or_high
Figure 2—figure supplement 5. Age-related changes in DNA methylation for the ten WLMT clock sites with lowest negative weights.,unclear_or_metadata_only,human,surrogate_or_indirect,supplements,9.0,promising_but_incomplete,moderate_or_high
Editor's evaluation: Short senolytic or senostatic interventions rescue progression of radiation-induced frailty and premature ageing in mice,animal_experiment,animal,healthspan_functional_ageing,senolytics,9.5,promising_but_incomplete,moderate_or_high
Decision letter: Short senolytic or senostatic interventions rescue progression of radiation-induced frailty and premature ageing in mice,animal_experiment,animal,healthspan_functional_ageing,senolytics,9.5,promising_but_incomplete,moderate_or_high
Physical Activity as an Intervention for Frailty Syndrome: A Narrative Review.,animal_experiment,unclear,healthspan_functional_ageing,exercise,9.0,promising_but_incomplete,moderate_or_high
Fecal Microbiota Transplantation: A Microbiome Modulation Technique for Alzheimer’s Disease,unclear_or_metadata_only,unclear,surrogate_or_indirect,microbiome,5.5,biomarker_or_preclinical_evidence,moderate_or_high
The Mechanistic Target of Rapamycin (mTOR) Pathway as a Target of Anti-aging Therapies: The Role of Rapamycin and Its Analogs in the Regulation of Cellular Processes and Their Impact on Longevity.,in_vitro_study,cellular,surrogate_or_indirect,rapamycin_mtor,6.0,biomarker_or_preclinical_evidence,moderate_or_high
Dasatinib and Quercetin: Short-term Simultaneous Administration Yields Senolytic Effect in Humans,animal_experiment,human,surrogate_or_indirect,senolytics,9.5,promising_but_incomplete,moderate_or_high
Small molecule activators of sirtuins extend Saccharomyces cerevisiae lifespan.,unclear_or_metadata_only,unclear,hard_ageing_relevance,nad_sirtuin,8.5,promising_but_incomplete,moderate_or_high
Rapamycin fed late in life extends lifespan in genetically heterogeneous mice.,animal_experiment,animal,hard_ageing_relevance,rapamycin_mtor,10.0,promising_but_incomplete,moderate_or_high
"Nicotinamide mononucleotide, a key NAD(+) intermediate, treats the pathophysiology of diet- and age-induced diabetes in mice.",animal_experiment,animal,surrogate_or_indirect,nad_sirtuin,7.0,biomarker_or_preclinical_evidence,moderate_or_high
Aging and exercise.,unclear_or_metadata_only,unclear,surrogate_or_indirect,exercise,6.5,biomarker_or_preclinical_evidence,moderate_or_high
Telomerase gene therapy in adult and old mice delays aging and increases longevity without increasing cancer.,animal_experiment,animal,surrogate_or_indirect,controversial,5.0,biomarker_or_preclinical_evidence,moderate_or_high
Metformin retards aging in C. elegans by altering microbial folate and methionine metabolism.,unclear_or_metadata_only,unclear,surrogate_or_indirect,metformin,6.5,biomarker_or_preclinical_evidence,moderate_or_high
Fasting or caloric restriction for healthy aging.,unclear_or_metadata_only,unclear,surrogate_or_indirect,caloric_restriction,5.5,biomarker_or_preclinical_evidence,moderate_or_high
The NAD(+)/Sirtuin Pathway Modulates Longevity through Activation of Mitochondrial UPR and FOXO Signaling.,unclear_or_metadata_only,unclear,surrogate_or_indirect,nad_sirtuin,5.5,biomarker_or_preclinical_evidence,moderate_or_high
Metformin improves healthspan and lifespan in mice.,animal_experiment,animal,hard_ageing_relevance,metformin,11.0,promising_but_incomplete,moderate_or_high
Declining NAD(+) induces a pseudohypoxic state disrupting nuclear-mitochondrial communication during aging.,unclear_or_metadata_only,unclear,surrogate_or_indirect,nad_sirtuin,5.5,biomarker_or_preclinical_evidence,moderate_or_high
NAD+ and sirtuins in aging and disease.,unclear_or_metadata_only,unclear,surrogate_or_indirect,nad_sirtuin,5.5,biomarker_or_preclinical_evidence,moderate_or_high
"Longevity, aging and rapamycin.",unclear_or_metadata_only,unclear,surrogate_or_indirect,rapamycin_mtor,5.5,biomarker_or_preclinical_evidence,moderate_or_high
The Achilles' heel of senescent cells: from transcriptome to senolytic drugs.,in_vitro_study,cellular,surrogate_or_indirect,senolytics,6.0,biomarker_or_preclinical_evidence,moderate_or_high
"A Periodic Diet that Mimics Fasting Promotes Multi-System Regeneration, Enhanced Cognitive Performance, and Healthspan.",RCT_or_clinical_trial,human,surrogate_or_indirect,fasting,9.0,promising_but_incomplete,lower
NAD(+) Metabolism and the Control of Energy Homeostasis: A Balancing Act between Mitochondria and the Nucleus.,unclear_or_metadata_only,unclear,surrogate_or_indirect,nad_sirtuin,5.5,biomarker_or_preclinical_evidence,moderate_or_high
Exercise and the cardiovascular system: clinical science and cardiovascular outcomes.,unclear_or_metadata_only,unclear,surrogate_or_indirect,exercise,6.5,biomarker_or_preclinical_evidence,moderate_or_high
MTOR regulates the pro-tumorigenic senescence-associated secretory phenotype by promoting IL1A translation.,unclear_or_metadata_only,unclear,biological_ageing_biomarker,rapamycin_mtor,7.0,biomarker_or_preclinical_evidence,moderate_or_high
Clearance of senescent cells by ABT263 rejuvenates aged hematopoietic stem cells in mice.,animal_experiment,animal,surrogate_or_indirect,stem_cell,5.5,biomarker_or_preclinical_evidence,moderate_or_high
"NAD⁺ in aging, metabolism, and neurodegeneration.",animal_experiment,unclear,surrogate_or_indirect,nad_sirtuin,5.5,biomarker_or_preclinical_evidence,moderate_or_high
Metformin as a Tool to Target Aging.,unclear_or_metadata_only,unclear,surrogate_or_indirect,metformin,6.5,biomarker_or_preclinical_evidence,moderate_or_high
CD38 Dictates Age-Related NAD Decline and Mitochondrial Dysfunction through an SIRT3-Dependent Mechanism.,unclear_or_metadata_only,unclear,surrogate_or_indirect,nad_sirtuin,5.5,biomarker_or_preclinical_evidence,moderate_or_high
Probiotics History.,unclear_or_metadata_only,unclear,surrogate_or_indirect,microbiome,5.5,biomarker_or_preclinical_evidence,moderate_or_high
The Human Intestinal Microbiome in Health and Disease.,unclear_or_metadata_only,human,surrogate_or_indirect,microbiome,9.5,promising_but_incomplete,moderate_or_high
Nutrition and Exercise in Sarcopenia.,unclear_or_metadata_only,unclear,surrogate_or_indirect,exercise,6.5,biomarker_or_preclinical_evidence,moderate_or_high
"The brain, sirtuins, and ageing.",unclear_or_metadata_only,unclear,surrogate_or_indirect,nad_sirtuin,5.5,biomarker_or_preclinical_evidence,moderate_or_high
"Sirtuins, epigenetics and longevity.",unclear_or_metadata_only,unclear,surrogate_or_indirect,nad_sirtuin,5.5,biomarker_or_preclinical_evidence,moderate_or_high
Rapamycin in mice.,animal_experiment,animal,surrogate_or_indirect,rapamycin_mtor,7.0,biomarker_or_preclinical_evidence,moderate_or_high
Benefits of Exercise in the Older Population.,unclear_or_metadata_only,unclear,surrogate_or_indirect,exercise,6.5,biomarker_or_preclinical_evidence,moderate_or_high
NAD(+) Intermediates: The Biology and Therapeutic Potential of NMN and NR.,unclear_or_metadata_only,unclear,surrogate_or_indirect,nad_sirtuin,5.5,biomarker_or_preclinical_evidence,moderate_or_high
Therapeutic Potential of NAD-Boosting Molecules: The In Vivo Evidence.,unclear_or_metadata_only,unclear,surrogate_or_indirect,nad_sirtuin,5.5,biomarker_or_preclinical_evidence,moderate_or_high
Impairment of an Endothelial NAD(+)-H(2)S Signaling Network Is a Reversible Cause of Vascular Aging.,unclear_or_metadata_only,human,surrogate_or_indirect,nad_sirtuin,9.5,promising_but_incomplete,moderate_or_high
A Potent and Specific CD38 Inhibitor Ameliorates Age-Related Metabolic Dysfunction by Reversing Tissue NAD(+) Decline.,animal_experiment,unclear,surrogate_or_indirect,nad_sirtuin,5.5,biomarker_or_preclinical_evidence,moderate_or_high
Senolytics improve physical function and increase lifespan in old age.,unclear_or_metadata_only,unclear,hard_ageing_relevance,senolytics,8.5,promising_but_incomplete,moderate_or_high
The effect of fasting or calorie restriction on autophagy induction: A review of the literature.,animal_experiment,unclear,surrogate_or_indirect,caloric_restriction,7.0,biomarker_or_preclinical_evidence,moderate_or_high
De novo NAD(+) synthesis enhances mitochondrial function and improves health.,unclear_or_metadata_only,unclear,surrogate_or_indirect,nad_sirtuin,5.5,biomarker_or_preclinical_evidence,moderate_or_high
Haematopoietic stem cell activity and interactions with the niche.,in_vitro_study,cellular,surrogate_or_indirect,stem_cell,4.5,speculative_or_hype_heavy,moderate_or_high
The Additive Effects of Creatine Supplementation and Exercise Training in an Aging Population: A Systematic Review of Randomized Controlled Trials.,RCT_or_clinical_trial,human,surrogate_or_indirect,exercise,10.5,promising_but_incomplete,lower
Is Rapamycin a Dietary Restriction Mimetic?,unclear_or_metadata_only,unclear,surrogate_or_indirect,caloric_restriction,7.0,biomarker_or_preclinical_evidence,moderate_or_high
Senolytic therapy alleviates Aβ-associated oligodendrocyte progenitor cell senescence and cognitive deficits in an Alzheimer's disease model.,in_vitro_study,cellular,biological_ageing_biomarker,senolytics,7.5,biomarker_or_preclinical_evidence,moderate_or_high
Effect of a multicomponent exercise programme (VIVIFRAIL) on functional capacity in frail community elders with cognitive decline: study protocol for a randomized multicentre control trial.,RCT_or_clinical_trial,human,surrogate_or_indirect,exercise,10.5,promising_but_incomplete,lower
Healthspan and lifespan extension by fecal microbiota transplantation into progeroid mice.,animal_experiment,animal,hard_ageing_relevance,microbiome,10.0,promising_but_incomplete,moderate_or_high
Resistance Training for Older Adults: Position Statement From the National Strength and Conditioning Association.,unclear_or_metadata_only,human,surrogate_or_indirect,exercise,10.5,promising_but_incomplete,moderate_or_high
Oral collagen supplementation for skin aging: A fad or the future?,unclear_or_metadata_only,human,surrogate_or_indirect,supplements,7.5,biomarker_or_preclinical_evidence,moderate_or_high
Rapamycin protects aging muscle.,unclear_or_metadata_only,unclear,surrogate_or_indirect,rapamycin_mtor,5.5,biomarker_or_preclinical_evidence,moderate_or_high
Metformin Restores CNS Remyelination Capacity by Rejuvenating Aged Stem Cells.,in_vitro_study,cellular,surrogate_or_indirect,metformin,7.0,biomarker_or_preclinical_evidence,moderate_or_high
Rapamycin for longevity: opinion article.,unclear_or_metadata_only,unclear,surrogate_or_indirect,rapamycin_mtor,5.5,biomarker_or_preclinical_evidence,moderate_or_high
"Dietary Protein, Exercise, and Frailty Domains.",unclear_or_metadata_only,unclear,healthspan_functional_ageing,exercise,9.0,promising_but_incomplete,moderate_or_high
"Topical rapamycin reduces markers of senescence and aging in human skin: an exploratory, prospective, randomized trial.",RCT_or_clinical_trial,human,biological_ageing_biomarker,rapamycin_mtor,11.0,supported_for_healthspan_related_benefit,lower
NAD+ therapy in age-related degenerative disorders: A benefit/risk analysis.,animal_experiment,unclear,surrogate_or_indirect,nad_sirtuin,5.5,biomarker_or_preclinical_evidence,moderate_or_high
Hypothalamic NAD(+)-Sirtuin Axis: Function and Regulation.,unclear_or_metadata_only,unclear,surrogate_or_indirect,nad_sirtuin,5.5,biomarker_or_preclinical_evidence,moderate_or_high
Physical activity and exercise: Strategies to manage frailty.,animal_experiment,unclear,healthspan_functional_ageing,exercise,9.0,promising_but_incomplete,moderate_or_high
NAD(+) Controls Circadian Reprogramming through PER2 Nuclear Translocation to Counter Aging.,unclear_or_metadata_only,unclear,surrogate_or_indirect,sleep_circadian,7.0,biomarker_or_preclinical_evidence,moderate_or_high
Senolytic CAR T cells reverse senescence-associated pathologies.,in_vitro_study,cellular,biological_ageing_biomarker,senolytics,7.5,biomarker_or_preclinical_evidence,moderate_or_high
NAD(+) homeostasis in health and disease.,unclear_or_metadata_only,unclear,surrogate_or_indirect,nad_sirtuin,5.5,biomarker_or_preclinical_evidence,moderate_or_high
Rapamycin for aging stem cells.,in_vitro_study,cellular,surrogate_or_indirect,rapamycin_mtor,6.0,biomarker_or_preclinical_evidence,moderate_or_high
Physical exercise in the prevention and treatment of Alzheimer's disease.,unclear_or_metadata_only,human,surrogate_or_indirect,exercise,10.5,promising_but_incomplete,moderate_or_high
Benefits of exercise training on cerebrovascular and cognitive function in ageing.,unclear_or_metadata_only,unclear,surrogate_or_indirect,exercise,6.5,biomarker_or_preclinical_evidence,moderate_or_high
"Preserving Mobility in Older Adults with Physical Frailty and Sarcopenia: Opportunities, Challenges, and Recommendations for Physical Activity Interventions.",unclear_or_metadata_only,human,healthspan_functional_ageing,exercise,13.0,supported_for_healthspan_related_benefit,moderate_or_high
Effect of rapamycin on aging and age-related diseases-past and future.,unclear_or_metadata_only,unclear,surrogate_or_indirect,rapamycin_mtor,5.5,biomarker_or_preclinical_evidence,moderate_or_high
"Role of gut-brain axis, gut microbial composition, and probiotic intervention in Alzheimer's disease.",unclear_or_metadata_only,unclear,surrogate_or_indirect,microbiome,5.5,biomarker_or_preclinical_evidence,moderate_or_high
Benefits of Resistance Training in Older Adults.,unclear_or_metadata_only,human,surrogate_or_indirect,exercise,10.5,promising_but_incomplete,moderate_or_high
Stem cell aging.,in_vitro_study,cellular,surrogate_or_indirect,stem_cell,4.5,speculative_or_hype_heavy,moderate_or_high
Senolytic agent Quercetin ameliorates intervertebral disc degeneration via the Nrf2/NF-κB axis.,animal_experiment,unclear,surrogate_or_indirect,senolytics,5.5,biomarker_or_preclinical_evidence,moderate_or_high
NAD(+) metabolism and its roles in cellular processes during ageing.,in_vitro_study,cellular,surrogate_or_indirect,nad_sirtuin,6.0,biomarker_or_preclinical_evidence,moderate_or_high
Role of NAD(+) in regulating cellular and metabolic signaling pathways.,in_vitro_study,cellular,surrogate_or_indirect,nad_sirtuin,6.0,biomarker_or_preclinical_evidence,moderate_or_high
Current Evidence and Possible Future Applications of Creatine Supplementation for Older Adults.,unclear_or_metadata_only,human,surrogate_or_indirect,supplements,7.5,biomarker_or_preclinical_evidence,moderate_or_high
"Parabiosis modeling: protocol, application and perspectives.",unclear_or_metadata_only,unclear,surrogate_or_indirect,controversial,2.0,speculative_or_hype_heavy,moderate_or_high
[Physical exercise impact on variables related to emotional and functional well-being in older adults].,unclear_or_metadata_only,human,surrogate_or_indirect,exercise,10.5,promising_but_incomplete,moderate_or_high
Effects of Calorie Restriction on Health Span and Insulin Resistance: Classic Calorie Restriction Diet vs. Ketosis-Inducing Diet.,animal_experiment,unclear,surrogate_or_indirect,caloric_restriction,7.0,biomarker_or_preclinical_evidence,moderate_or_high
Aged skeletal stem cells generate an inflammatory degenerative niche.,animal_experiment,cellular,surrogate_or_indirect,stem_cell,4.5,speculative_or_hype_heavy,moderate_or_high
International Exercise Recommendations in Older Adults (ICFSR): Expert Consensus Guidelines.,unclear_or_metadata_only,human,surrogate_or_indirect,exercise,10.5,promising_but_incomplete,moderate_or_high
"Preclinical and clinical evidence of NAD(+) precursors in health, disease, and ageing.",unclear_or_metadata_only,unclear,surrogate_or_indirect,nad_sirtuin,5.5,biomarker_or_preclinical_evidence,moderate_or_high
Molecular mechanisms of dietary restriction promoting health and longevity.,unclear_or_metadata_only,unclear,surrogate_or_indirect,caloric_restriction,5.5,biomarker_or_preclinical_evidence,moderate_or_high
DNA methylation-based biomarkers of aging were slowed down in a two-year diet and physical activity intervention trial: the DAMA study.,RCT_or_clinical_trial,human,surrogate_or_indirect,exercise,12.0,promising_but_incomplete,lower
"Fasting drives the metabolic, molecular and geroprotective effects of a calorie-restricted diet in mice.",animal_experiment,animal,surrogate_or_indirect,fasting,6.5,biomarker_or_preclinical_evidence,moderate_or_high
"Microbiome and Human Aging: Probiotic and Prebiotic Potentials in Longevity, Skin Health and Cellular Senescence.",in_vitro_study,cellular,biological_ageing_biomarker,microbiome,7.5,biomarker_or_preclinical_evidence,moderate_or_high
"Multifactorial Mechanism of Sarcopenia and Sarcopenic Obesity. Role of Physical Exercise, Microbiota and Myokines.",unclear_or_metadata_only,unclear,surrogate_or_indirect,exercise,8.0,promising_but_incomplete,moderate_or_high
Targeting cellular senescence with senotherapeutics: senolytics and senomorphics.,in_vitro_study,cellular,biological_ageing_biomarker,senolytics,7.5,biomarker_or_preclinical_evidence,moderate_or_high
"A Review on Aging, Sarcopenia, Falls, and Resistance Training in Community-Dwelling Older Adults.",unclear_or_metadata_only,human,surrogate_or_indirect,exercise,10.5,promising_but_incomplete,moderate_or_high
Stem cells to reverse aging.,in_vitro_study,cellular,surrogate_or_indirect,stem_cell,4.5,speculative_or_hype_heavy,moderate_or_high
Molecular hallmarks of heterochronic parabiosis at single-cell resolution.,in_vitro_study,cellular,surrogate_or_indirect,controversial,2.5,speculative_or_hype_heavy,moderate_or_high
Restoring nuclear entry of Sirtuin 2 in oligodendrocyte progenitor cells promotes remyelination during ageing.,in_vitro_study,cellular,surrogate_or_indirect,nad_sirtuin,6.0,biomarker_or_preclinical_evidence,moderate_or_high
[Physical Activity and Mental Health in the Elderly].,unclear_or_metadata_only,human,surrogate_or_indirect,exercise,10.5,promising_but_incomplete,moderate_or_high
"Intermittent and periodic fasting, longevity and disease.",unclear_or_metadata_only,unclear,surrogate_or_indirect,fasting,5.0,biomarker_or_preclinical_evidence,moderate_or_high
Dietary restriction and lifespan: adaptive reallocation or somatic sacrifice?,unclear_or_metadata_only,unclear,hard_ageing_relevance,caloric_restriction,8.5,promising_but_incomplete,moderate_or_high
"Fecal microbiota transfer between young and aged mice reverses hallmarks of the aging gut, eye, and brain.",animal_experiment,animal,surrogate_or_indirect,microbiome,7.0,biomarker_or_preclinical_evidence,moderate_or_high
Heterochronic parabiosis induces stem cell revitalization and systemic rejuvenation across aged tissues.,in_vitro_study,cellular,surrogate_or_indirect,stem_cell,4.5,speculative_or_hype_heavy,moderate_or_high
Ageing and rejuvenation of tissue stem cells and their niches.,in_vitro_study,cellular,surrogate_or_indirect,stem_cell,4.5,speculative_or_hype_heavy,moderate_or_high
Cellular senescence and senolytics: the path to the clinic.,in_vitro_study,cellular,biological_ageing_biomarker,senolytics,7.5,biomarker_or_preclinical_evidence,moderate_or_high
"The epigenetic aging, obesity, and lifestyle.",unclear_or_metadata_only,unclear,surrogate_or_indirect,lifestyle_bundle,7.0,biomarker_or_preclinical_evidence,moderate_or_high
"The efficacy and safety of β-nicotinamide mononucleotide (NMN) supplementation in healthy middle-aged adults: a randomized, multicenter, double-blind, placebo-controlled, parallel-group, dose-dependent clinical trial.",RCT_or_clinical_trial,human,surrogate_or_indirect,nad_sirtuin,9.5,promising_but_incomplete,lower
Dietary restriction in senolysis and prevention and treatment of disease.,unclear_or_metadata_only,human,surrogate_or_indirect,caloric_restriction,9.5,promising_but_incomplete,moderate_or_high
Nicotinamide Mononucleotide Supplementation Improves Mitochondrial Dysfunction and Rescues Cellular Senescence by NAD(+)/Sirt3 Pathway in Mesenchymal Stem Cells.,in_vitro_study,cellular,biological_ageing_biomarker,nad_sirtuin,7.5,biomarker_or_preclinical_evidence,moderate_or_high
"Senolytic drugs, dasatinib and quercetin, attenuate adipose tissue inflammation, and ameliorate metabolic function in old age.",animal_experiment,unclear,surrogate_or_indirect,senolytics,5.5,biomarker_or_preclinical_evidence,moderate_or_high
Social heterochronic parabiosis.,unclear_or_metadata_only,unclear,surrogate_or_indirect,controversial,2.0,speculative_or_hype_heavy,moderate_or_high
Increased cellular senescence in doxorubicin-induced murine ovarian injury: effect of senolytics.,in_vitro_study,animal,biological_ageing_biomarker,senolytics,8.5,promising_but_incomplete,moderate_or_high
Harnessing matrix stiffness to engineer a bone marrow niche for hematopoietic stem cell rejuvenation.,in_vitro_study,cellular,surrogate_or_indirect,stem_cell,4.5,speculative_or_hype_heavy,moderate_or_high
Cancer prevention with rapamycin.,unclear_or_metadata_only,unclear,surrogate_or_indirect,rapamycin_mtor,5.5,biomarker_or_preclinical_evidence,moderate_or_high
Senolytic vaccination improves normal and pathological age-related phenotypes and increases lifespan in progeroid mice.,animal_experiment,animal,hard_ageing_relevance,senolytics,10.0,promising_but_incomplete,moderate_or_high
Effect of long-term caloric restriction on DNA methylation measures of biological aging in healthy adults from the CALERIE trial.,RCT_or_clinical_trial,human,surrogate_or_indirect,caloric_restriction,11.0,promising_but_incomplete,lower
Heterochronic parabiosis reprograms the mouse brain transcriptome by shifting aging signatures in multiple cell types.,animal_experiment,animal,surrogate_or_indirect,controversial,3.5,speculative_or_hype_heavy,moderate_or_high
Targeting the biology of aging with mTOR inhibitors.,unclear_or_metadata_only,unclear,surrogate_or_indirect,rapamycin_mtor,5.5,biomarker_or_preclinical_evidence,moderate_or_high
Evaluation of off-label rapamycin use to promote healthspan in 333 adults.,unclear_or_metadata_only,human,surrogate_or_indirect,rapamycin_mtor,9.5,promising_but_incomplete,moderate_or_high
Prolonged fasting times reap greater geroprotective effects when combined with caloric restriction in adult female mice.,animal_experiment,animal,surrogate_or_indirect,caloric_restriction,7.0,biomarker_or_preclinical_evidence,moderate_or_high
Sirtuin family in autoimmune diseases.,unclear_or_metadata_only,unclear,surrogate_or_indirect,nad_sirtuin,5.5,biomarker_or_preclinical_evidence,moderate_or_high
The Beneficial and Adverse Effects of Autophagic Response to Caloric Restriction and Fasting.,unclear_or_metadata_only,unclear,surrogate_or_indirect,caloric_restriction,5.5,biomarker_or_preclinical_evidence,moderate_or_high
Editorial: Sarcopenia and frailty: the role of physical activity for better aging.,unclear_or_metadata_only,unclear,healthspan_functional_ageing,exercise,9.0,promising_but_incomplete,moderate_or_high
"Mechanisms, pathways and strategies for rejuvenation through epigenetic reprogramming.",animal_experiment,unclear,surrogate_or_indirect,reprogramming,3.5,speculative_or_hype_heavy,moderate_or_high
Nutrition and dietary restrictions in cancer prevention.,unclear_or_metadata_only,unclear,surrogate_or_indirect,caloric_restriction,5.5,biomarker_or_preclinical_evidence,moderate_or_high
