title,intervention_name,ageing_domain_category,effect_size,uncertainty_measure,effect_direction,meta_ready,reason_not_meta_ready
"How We Sleep, How We Move, How Long We Expect to Live: An Integrative Review of Lifestyle Behaviors and Subjective Life Expectancy.",sleep_circadian,surrogate_or_indirect,,,not_extracted_metadata_only,False,Effect sizes not extracted from full text in pilot metadata pass
From Lifespan to Healthspan: Integrating Nutrition and Physical Activity in Healthy Ageing.,exercise,hard_ageing_relevance,,,not_extracted_metadata_only,False,Effect sizes not extracted from full text in pilot metadata pass
"Diet, the Gut Microbiome, and Estrogen Physiology: A Review in Menopausal Health and Interventions.",microbiome,surrogate_or_indirect,,,not_extracted_metadata_only,False,Effect sizes not extracted from full text in pilot metadata pass
A Narrative Review of Nicotinamide Adenine Dinucleotide (NAD)+ Intermediates Nicotinamide Riboside and Nicotinamide Mononucleotide for Keratinocyte Carcinoma Risk Reduction,nad_sirtuin,surrogate_or_indirect,,,not_extracted_metadata_only,False,Effect sizes not extracted from full text in pilot metadata pass
"Gut Microbiota, Probiotics, and Aging: Molecular Mechanisms and Implications for Healthy Aging.",microbiome,surrogate_or_indirect,,,not_extracted_metadata_only,False,Effect sizes not extracted from full text in pilot metadata pass
Senolytic effect of dasatinib and quercetin on human beings,senolytics,surrogate_or_indirect,,,not_extracted_metadata_only,False,Effect sizes not extracted from full text in pilot metadata pass
Caloric Restriction,caloric_restriction,surrogate_or_indirect,,,not_extracted_metadata_only,False,Effect sizes not extracted from full text in pilot metadata pass
Nicotinamide mononucleotide attenuates hepatic endoplasmic reticulum stress and modulates circadian rhythms in young mice with diet-induced obesity.,sleep_circadian,surrogate_or_indirect,,,not_extracted_metadata_only,False,Effect sizes not extracted from full text in pilot metadata pass
Resistance Training and Frail Adults,exercise,surrogate_or_indirect,,,not_extracted_metadata_only,False,Effect sizes not extracted from full text in pilot metadata pass
"Aging, health, and physical activity in Iran",exercise,surrogate_or_indirect,,,not_extracted_metadata_only,False,Effect sizes not extracted from full text in pilot metadata pass
"Education, physical activity, and healthy aging in Italy",exercise,surrogate_or_indirect,,,not_extracted_metadata_only,False,Effect sizes not extracted from full text in pilot metadata pass
Healthy aging in Cuba through physical activity,exercise,surrogate_or_indirect,,,not_extracted_metadata_only,False,Effect sizes not extracted from full text in pilot metadata pass
Physical and cognitive exercise in ageing,exercise,surrogate_or_indirect,,,not_extracted_metadata_only,False,Effect sizes not extracted from full text in pilot metadata pass
Physiological Adaptability to Training and Physical Activity,exercise,surrogate_or_indirect,,,not_extracted_metadata_only,False,Effect sizes not extracted from full text in pilot metadata pass
Proof of Concept - The Impact of Resistance Training on Female Biological Age: Evidence from a Sex-Specific Epigenetic Clock (UmmuAge),exercise,biological_ageing_biomarker,,,not_extracted_metadata_only,False,Effect sizes not extracted from full text in pilot metadata pass
Cross-senolytic effects of dasatinib and quercetin in humans,senolytics,surrogate_or_indirect,,,not_extracted_metadata_only,False,Effect sizes not extracted from full text in pilot metadata pass
Nicotinamide Mononucleotide (NMN) as a Solution of Decrease Nicotinamide Adenine Dinucleotide (NAD+) in Aging,nad_sirtuin,surrogate_or_indirect,,,not_extracted_metadata_only,False,Effect sizes not extracted from full text in pilot metadata pass
Peer Review Report For: Dietary restriction with and without caloric restriction for healthy aging [version 1; peer review: 3 approved],caloric_restriction,surrogate_or_indirect,,,not_extracted_metadata_only,False,Effect sizes not extracted from full text in pilot metadata pass
Peer Review Report For: Dietary restriction with and without caloric restriction for healthy aging [version 1; peer review: 3 approved],caloric_restriction,surrogate_or_indirect,,,not_extracted_metadata_only,False,Effect sizes not extracted from full text in pilot metadata pass
Peer Review Report For: Dietary restriction with and without caloric restriction for healthy aging [version 1; peer review: 3 approved],caloric_restriction,surrogate_or_indirect,,,not_extracted_metadata_only,False,Effect sizes not extracted from full text in pilot metadata pass
Overview of parabiosis and heterochronic parabiosis research in the context of aging,controversial,surrogate_or_indirect,,,not_extracted_metadata_only,False,Effect sizes not extracted from full text in pilot metadata pass
"Sequential versus Co-treatment of MitoQ and NMN to Enhance Autophagy, NAD⁺ Metabolism, and Mitochondrial Function in Cellular Senescence, with Exploratory Uncoupler–NMN Synergy in Vascular Aging",nad_sirtuin,biological_ageing_biomarker,,,not_extracted_metadata_only,False,Effect sizes not extracted from full text in pilot metadata pass
"Where and How in the mTOR Pathway Inhibitors Fight Aging: Rapamycin, Resveratrol, and Metformin",metformin,surrogate_or_indirect,,,not_extracted_metadata_only,False,Effect sizes not extracted from full text in pilot metadata pass
Partial Reprogramming Uncouples Cellular Identity from Cellular Aging in Mesenchymal Stromal Cells,reprogramming,surrogate_or_indirect,,,not_extracted_metadata_only,False,Effect sizes not extracted from full text in pilot metadata pass
"Impact of probiotic supplementation in lactating sows on immune and oxidative stress biomarkers, short-chain fatty acids, piglet performance, and fecal microbiome",microbiome,surrogate_or_indirect,,,not_extracted_metadata_only,False,Effect sizes not extracted from full text in pilot metadata pass
Molecular mechanisms of metformin action: From metabolic effects to lifespan extension and healthspan promotion.,metformin,hard_ageing_relevance,,,not_extracted_metadata_only,False,Effect sizes not extracted from full text in pilot metadata pass
EFFICACY OF NICOTINAMIDE MONONUCLEOTIDE SUPPLEMENTATION (NMN) IN BLOOD NICOTINAMIDE ADENINE DINUCLEOTIDE (NAD) FOR ANTI-AGING IN ADULTS: A SYSTEMATIC REVIEW,nad_sirtuin,surrogate_or_indirect,,,not_extracted_metadata_only,False,Effect sizes not extracted from full text in pilot metadata pass
"Impact of nicotinamide riboside, a precursor of NAD⁺ on cardiac remodeling after myocardial infarction in rat",nad_sirtuin,surrogate_or_indirect,,,not_extracted_metadata_only,False,Effect sizes not extracted from full text in pilot metadata pass
Anti-aging effects of metformin: impact on signs of aging,metformin,surrogate_or_indirect,,,not_extracted_metadata_only,False,Effect sizes not extracted from full text in pilot metadata pass
"Peer Review #2 of ""Nicotinamide riboside exerts protective effect against aging-induced NAFLD-like hepatic dysfunction in mice (v0.1)""",nad_sirtuin,surrogate_or_indirect,,,not_extracted_metadata_only,False,Effect sizes not extracted from full text in pilot metadata pass
Figure 1. Various modes of axonal protection mediated by the manipulation of NAD+ synthesis pathways.,nad_sirtuin,surrogate_or_indirect,,,not_extracted_metadata_only,False,Effect sizes not extracted from full text in pilot metadata pass
Figure 2—figure supplement 4. Age-related changes in DNA methylation of the ten WLMT clock sites with highest positive weights.,supplements,surrogate_or_indirect,,,not_extracted_metadata_only,False,Effect sizes not extracted from full text in pilot metadata pass
Figure 2—figure supplement 5. Age-related changes in DNA methylation for the ten WLMT clock sites with lowest negative weights.,supplements,surrogate_or_indirect,,,not_extracted_metadata_only,False,Effect sizes not extracted from full text in pilot metadata pass
Editor's evaluation: Short senolytic or senostatic interventions rescue progression of radiation-induced frailty and premature ageing in mice,senolytics,healthspan_functional_ageing,,,not_extracted_metadata_only,False,Effect sizes not extracted from full text in pilot metadata pass
Decision letter: Short senolytic or senostatic interventions rescue progression of radiation-induced frailty and premature ageing in mice,senolytics,healthspan_functional_ageing,,,not_extracted_metadata_only,False,Effect sizes not extracted from full text in pilot metadata pass
Physical Activity as an Intervention for Frailty Syndrome: A Narrative Review.,exercise,healthspan_functional_ageing,,,not_extracted_metadata_only,False,Effect sizes not extracted from full text in pilot metadata pass
Fecal Microbiota Transplantation: A Microbiome Modulation Technique for Alzheimer’s Disease,microbiome,surrogate_or_indirect,,,not_extracted_metadata_only,False,Effect sizes not extracted from full text in pilot metadata pass
The Mechanistic Target of Rapamycin (mTOR) Pathway as a Target of Anti-aging Therapies: The Role of Rapamycin and Its Analogs in the Regulation of Cellular Processes and Their Impact on Longevity.,rapamycin_mtor,surrogate_or_indirect,,,not_extracted_metadata_only,False,Effect sizes not extracted from full text in pilot metadata pass
Dasatinib and Quercetin: Short-term Simultaneous Administration Yields Senolytic Effect in Humans,senolytics,surrogate_or_indirect,,,not_extracted_metadata_only,False,Effect sizes not extracted from full text in pilot metadata pass
Small molecule activators of sirtuins extend Saccharomyces cerevisiae lifespan.,nad_sirtuin,hard_ageing_relevance,,,not_extracted_metadata_only,False,Effect sizes not extracted from full text in pilot metadata pass
Rapamycin fed late in life extends lifespan in genetically heterogeneous mice.,rapamycin_mtor,hard_ageing_relevance,,,not_extracted_metadata_only,False,Effect sizes not extracted from full text in pilot metadata pass
"Nicotinamide mononucleotide, a key NAD(+) intermediate, treats the pathophysiology of diet- and age-induced diabetes in mice.",nad_sirtuin,surrogate_or_indirect,,,not_extracted_metadata_only,False,Effect sizes not extracted from full text in pilot metadata pass
Aging and exercise.,exercise,surrogate_or_indirect,,,not_extracted_metadata_only,False,Effect sizes not extracted from full text in pilot metadata pass
Telomerase gene therapy in adult and old mice delays aging and increases longevity without increasing cancer.,controversial,surrogate_or_indirect,,,not_extracted_metadata_only,False,Effect sizes not extracted from full text in pilot metadata pass
Metformin retards aging in C. elegans by altering microbial folate and methionine metabolism.,metformin,surrogate_or_indirect,,,not_extracted_metadata_only,False,Effect sizes not extracted from full text in pilot metadata pass
Fasting or caloric restriction for healthy aging.,caloric_restriction,surrogate_or_indirect,,,not_extracted_metadata_only,False,Effect sizes not extracted from full text in pilot metadata pass
The NAD(+)/Sirtuin Pathway Modulates Longevity through Activation of Mitochondrial UPR and FOXO Signaling.,nad_sirtuin,surrogate_or_indirect,,,not_extracted_metadata_only,False,Effect sizes not extracted from full text in pilot metadata pass
Metformin improves healthspan and lifespan in mice.,metformin,hard_ageing_relevance,,,not_extracted_metadata_only,False,Effect sizes not extracted from full text in pilot metadata pass
Declining NAD(+) induces a pseudohypoxic state disrupting nuclear-mitochondrial communication during aging.,nad_sirtuin,surrogate_or_indirect,,,not_extracted_metadata_only,False,Effect sizes not extracted from full text in pilot metadata pass
NAD+ and sirtuins in aging and disease.,nad_sirtuin,surrogate_or_indirect,,,not_extracted_metadata_only,False,Effect sizes not extracted from full text in pilot metadata pass
"Longevity, aging and rapamycin.",rapamycin_mtor,surrogate_or_indirect,,,not_extracted_metadata_only,False,Effect sizes not extracted from full text in pilot metadata pass
The Achilles' heel of senescent cells: from transcriptome to senolytic drugs.,senolytics,surrogate_or_indirect,,,not_extracted_metadata_only,False,Effect sizes not extracted from full text in pilot metadata pass
"A Periodic Diet that Mimics Fasting Promotes Multi-System Regeneration, Enhanced Cognitive Performance, and Healthspan.",fasting,surrogate_or_indirect,,,not_extracted_metadata_only,False,Effect sizes not extracted from full text in pilot metadata pass
NAD(+) Metabolism and the Control of Energy Homeostasis: A Balancing Act between Mitochondria and the Nucleus.,nad_sirtuin,surrogate_or_indirect,,,not_extracted_metadata_only,False,Effect sizes not extracted from full text in pilot metadata pass
Exercise and the cardiovascular system: clinical science and cardiovascular outcomes.,exercise,surrogate_or_indirect,,,not_extracted_metadata_only,False,Effect sizes not extracted from full text in pilot metadata pass
MTOR regulates the pro-tumorigenic senescence-associated secretory phenotype by promoting IL1A translation.,rapamycin_mtor,biological_ageing_biomarker,,,not_extracted_metadata_only,False,Effect sizes not extracted from full text in pilot metadata pass
Clearance of senescent cells by ABT263 rejuvenates aged hematopoietic stem cells in mice.,stem_cell,surrogate_or_indirect,,,not_extracted_metadata_only,False,Effect sizes not extracted from full text in pilot metadata pass
"NAD⁺ in aging, metabolism, and neurodegeneration.",nad_sirtuin,surrogate_or_indirect,,,not_extracted_metadata_only,False,Effect sizes not extracted from full text in pilot metadata pass
Metformin as a Tool to Target Aging.,metformin,surrogate_or_indirect,,,not_extracted_metadata_only,False,Effect sizes not extracted from full text in pilot metadata pass
CD38 Dictates Age-Related NAD Decline and Mitochondrial Dysfunction through an SIRT3-Dependent Mechanism.,nad_sirtuin,surrogate_or_indirect,,,not_extracted_metadata_only,False,Effect sizes not extracted from full text in pilot metadata pass
Probiotics History.,microbiome,surrogate_or_indirect,,,not_extracted_metadata_only,False,Effect sizes not extracted from full text in pilot metadata pass
The Human Intestinal Microbiome in Health and Disease.,microbiome,surrogate_or_indirect,,,not_extracted_metadata_only,False,Effect sizes not extracted from full text in pilot metadata pass
Nutrition and Exercise in Sarcopenia.,exercise,surrogate_or_indirect,,,not_extracted_metadata_only,False,Effect sizes not extracted from full text in pilot metadata pass
"The brain, sirtuins, and ageing.",nad_sirtuin,surrogate_or_indirect,,,not_extracted_metadata_only,False,Effect sizes not extracted from full text in pilot metadata pass
"Sirtuins, epigenetics and longevity.",nad_sirtuin,surrogate_or_indirect,,,not_extracted_metadata_only,False,Effect sizes not extracted from full text in pilot metadata pass
Rapamycin in mice.,rapamycin_mtor,surrogate_or_indirect,,,not_extracted_metadata_only,False,Effect sizes not extracted from full text in pilot metadata pass
Benefits of Exercise in the Older Population.,exercise,surrogate_or_indirect,,,not_extracted_metadata_only,False,Effect sizes not extracted from full text in pilot metadata pass
NAD(+) Intermediates: The Biology and Therapeutic Potential of NMN and NR.,nad_sirtuin,surrogate_or_indirect,,,not_extracted_metadata_only,False,Effect sizes not extracted from full text in pilot metadata pass
Therapeutic Potential of NAD-Boosting Molecules: The In Vivo Evidence.,nad_sirtuin,surrogate_or_indirect,,,not_extracted_metadata_only,False,Effect sizes not extracted from full text in pilot metadata pass
Impairment of an Endothelial NAD(+)-H(2)S Signaling Network Is a Reversible Cause of Vascular Aging.,nad_sirtuin,surrogate_or_indirect,,,not_extracted_metadata_only,False,Effect sizes not extracted from full text in pilot metadata pass
A Potent and Specific CD38 Inhibitor Ameliorates Age-Related Metabolic Dysfunction by Reversing Tissue NAD(+) Decline.,nad_sirtuin,surrogate_or_indirect,,,not_extracted_metadata_only,False,Effect sizes not extracted from full text in pilot metadata pass
Senolytics improve physical function and increase lifespan in old age.,senolytics,hard_ageing_relevance,,,not_extracted_metadata_only,False,Effect sizes not extracted from full text in pilot metadata pass
The effect of fasting or calorie restriction on autophagy induction: A review of the literature.,caloric_restriction,surrogate_or_indirect,,,not_extracted_metadata_only,False,Effect sizes not extracted from full text in pilot metadata pass
De novo NAD(+) synthesis enhances mitochondrial function and improves health.,nad_sirtuin,surrogate_or_indirect,,,not_extracted_metadata_only,False,Effect sizes not extracted from full text in pilot metadata pass
Haematopoietic stem cell activity and interactions with the niche.,stem_cell,surrogate_or_indirect,,,not_extracted_metadata_only,False,Effect sizes not extracted from full text in pilot metadata pass
The Additive Effects of Creatine Supplementation and Exercise Training in an Aging Population: A Systematic Review of Randomized Controlled Trials.,exercise,surrogate_or_indirect,,,not_extracted_metadata_only,False,Effect sizes not extracted from full text in pilot metadata pass
Is Rapamycin a Dietary Restriction Mimetic?,caloric_restriction,surrogate_or_indirect,,,not_extracted_metadata_only,False,Effect sizes not extracted from full text in pilot metadata pass
Senolytic therapy alleviates Aβ-associated oligodendrocyte progenitor cell senescence and cognitive deficits in an Alzheimer's disease model.,senolytics,biological_ageing_biomarker,,,not_extracted_metadata_only,False,Effect sizes not extracted from full text in pilot metadata pass
Effect of a multicomponent exercise programme (VIVIFRAIL) on functional capacity in frail community elders with cognitive decline: study protocol for a randomized multicentre control trial.,exercise,surrogate_or_indirect,,,not_extracted_metadata_only,False,Effect sizes not extracted from full text in pilot metadata pass
Healthspan and lifespan extension by fecal microbiota transplantation into progeroid mice.,microbiome,hard_ageing_relevance,,,not_extracted_metadata_only,False,Effect sizes not extracted from full text in pilot metadata pass
Resistance Training for Older Adults: Position Statement From the National Strength and Conditioning Association.,exercise,surrogate_or_indirect,,,not_extracted_metadata_only,False,Effect sizes not extracted from full text in pilot metadata pass
Oral collagen supplementation for skin aging: A fad or the future?,supplements,surrogate_or_indirect,,,not_extracted_metadata_only,False,Effect sizes not extracted from full text in pilot metadata pass
Rapamycin protects aging muscle.,rapamycin_mtor,surrogate_or_indirect,,,not_extracted_metadata_only,False,Effect sizes not extracted from full text in pilot metadata pass
Metformin Restores CNS Remyelination Capacity by Rejuvenating Aged Stem Cells.,metformin,surrogate_or_indirect,,,not_extracted_metadata_only,False,Effect sizes not extracted from full text in pilot metadata pass
Rapamycin for longevity: opinion article.,rapamycin_mtor,surrogate_or_indirect,,,not_extracted_metadata_only,False,Effect sizes not extracted from full text in pilot metadata pass
"Dietary Protein, Exercise, and Frailty Domains.",exercise,healthspan_functional_ageing,,,not_extracted_metadata_only,False,Effect sizes not extracted from full text in pilot metadata pass
"Topical rapamycin reduces markers of senescence and aging in human skin: an exploratory, prospective, randomized trial.",rapamycin_mtor,biological_ageing_biomarker,,,not_extracted_metadata_only,False,Effect sizes not extracted from full text in pilot metadata pass
NAD+ therapy in age-related degenerative disorders: A benefit/risk analysis.,nad_sirtuin,surrogate_or_indirect,,,not_extracted_metadata_only,False,Effect sizes not extracted from full text in pilot metadata pass
Hypothalamic NAD(+)-Sirtuin Axis: Function and Regulation.,nad_sirtuin,surrogate_or_indirect,,,not_extracted_metadata_only,False,Effect sizes not extracted from full text in pilot metadata pass
Physical activity and exercise: Strategies to manage frailty.,exercise,healthspan_functional_ageing,,,not_extracted_metadata_only,False,Effect sizes not extracted from full text in pilot metadata pass
NAD(+) Controls Circadian Reprogramming through PER2 Nuclear Translocation to Counter Aging.,sleep_circadian,surrogate_or_indirect,,,not_extracted_metadata_only,False,Effect sizes not extracted from full text in pilot metadata pass
Senolytic CAR T cells reverse senescence-associated pathologies.,senolytics,biological_ageing_biomarker,,,not_extracted_metadata_only,False,Effect sizes not extracted from full text in pilot metadata pass
NAD(+) homeostasis in health and disease.,nad_sirtuin,surrogate_or_indirect,,,not_extracted_metadata_only,False,Effect sizes not extracted from full text in pilot metadata pass
Rapamycin for aging stem cells.,rapamycin_mtor,surrogate_or_indirect,,,not_extracted_metadata_only,False,Effect sizes not extracted from full text in pilot metadata pass
Physical exercise in the prevention and treatment of Alzheimer's disease.,exercise,surrogate_or_indirect,,,not_extracted_metadata_only,False,Effect sizes not extracted from full text in pilot metadata pass
Benefits of exercise training on cerebrovascular and cognitive function in ageing.,exercise,surrogate_or_indirect,,,not_extracted_metadata_only,False,Effect sizes not extracted from full text in pilot metadata pass
"Preserving Mobility in Older Adults with Physical Frailty and Sarcopenia: Opportunities, Challenges, and Recommendations for Physical Activity Interventions.",exercise,healthspan_functional_ageing,,,not_extracted_metadata_only,False,Effect sizes not extracted from full text in pilot metadata pass
Effect of rapamycin on aging and age-related diseases-past and future.,rapamycin_mtor,surrogate_or_indirect,,,not_extracted_metadata_only,False,Effect sizes not extracted from full text in pilot metadata pass
"Role of gut-brain axis, gut microbial composition, and probiotic intervention in Alzheimer's disease.",microbiome,surrogate_or_indirect,,,not_extracted_metadata_only,False,Effect sizes not extracted from full text in pilot metadata pass
Benefits of Resistance Training in Older Adults.,exercise,surrogate_or_indirect,,,not_extracted_metadata_only,False,Effect sizes not extracted from full text in pilot metadata pass
Stem cell aging.,stem_cell,surrogate_or_indirect,,,not_extracted_metadata_only,False,Effect sizes not extracted from full text in pilot metadata pass
Senolytic agent Quercetin ameliorates intervertebral disc degeneration via the Nrf2/NF-κB axis.,senolytics,surrogate_or_indirect,,,not_extracted_metadata_only,False,Effect sizes not extracted from full text in pilot metadata pass
NAD(+) metabolism and its roles in cellular processes during ageing.,nad_sirtuin,surrogate_or_indirect,,,not_extracted_metadata_only,False,Effect sizes not extracted from full text in pilot metadata pass
Role of NAD(+) in regulating cellular and metabolic signaling pathways.,nad_sirtuin,surrogate_or_indirect,,,not_extracted_metadata_only,False,Effect sizes not extracted from full text in pilot metadata pass
Current Evidence and Possible Future Applications of Creatine Supplementation for Older Adults.,supplements,surrogate_or_indirect,,,not_extracted_metadata_only,False,Effect sizes not extracted from full text in pilot metadata pass
"Parabiosis modeling: protocol, application and perspectives.",controversial,surrogate_or_indirect,,,not_extracted_metadata_only,False,Effect sizes not extracted from full text in pilot metadata pass
[Physical exercise impact on variables related to emotional and functional well-being in older adults].,exercise,surrogate_or_indirect,,,not_extracted_metadata_only,False,Effect sizes not extracted from full text in pilot metadata pass
Effects of Calorie Restriction on Health Span and Insulin Resistance: Classic Calorie Restriction Diet vs. Ketosis-Inducing Diet.,caloric_restriction,surrogate_or_indirect,,,not_extracted_metadata_only,False,Effect sizes not extracted from full text in pilot metadata pass
Aged skeletal stem cells generate an inflammatory degenerative niche.,stem_cell,surrogate_or_indirect,,,not_extracted_metadata_only,False,Effect sizes not extracted from full text in pilot metadata pass
International Exercise Recommendations in Older Adults (ICFSR): Expert Consensus Guidelines.,exercise,surrogate_or_indirect,,,not_extracted_metadata_only,False,Effect sizes not extracted from full text in pilot metadata pass
"Preclinical and clinical evidence of NAD(+) precursors in health, disease, and ageing.",nad_sirtuin,surrogate_or_indirect,,,not_extracted_metadata_only,False,Effect sizes not extracted from full text in pilot metadata pass
Molecular mechanisms of dietary restriction promoting health and longevity.,caloric_restriction,surrogate_or_indirect,,,not_extracted_metadata_only,False,Effect sizes not extracted from full text in pilot metadata pass
DNA methylation-based biomarkers of aging were slowed down in a two-year diet and physical activity intervention trial: the DAMA study.,exercise,surrogate_or_indirect,,,not_extracted_metadata_only,False,Effect sizes not extracted from full text in pilot metadata pass
"Fasting drives the metabolic, molecular and geroprotective effects of a calorie-restricted diet in mice.",fasting,surrogate_or_indirect,,,not_extracted_metadata_only,False,Effect sizes not extracted from full text in pilot metadata pass
"Microbiome and Human Aging: Probiotic and Prebiotic Potentials in Longevity, Skin Health and Cellular Senescence.",microbiome,biological_ageing_biomarker,,,not_extracted_metadata_only,False,Effect sizes not extracted from full text in pilot metadata pass
"Multifactorial Mechanism of Sarcopenia and Sarcopenic Obesity. Role of Physical Exercise, Microbiota and Myokines.",exercise,surrogate_or_indirect,,,not_extracted_metadata_only,False,Effect sizes not extracted from full text in pilot metadata pass
Targeting cellular senescence with senotherapeutics: senolytics and senomorphics.,senolytics,biological_ageing_biomarker,,,not_extracted_metadata_only,False,Effect sizes not extracted from full text in pilot metadata pass
"A Review on Aging, Sarcopenia, Falls, and Resistance Training in Community-Dwelling Older Adults.",exercise,surrogate_or_indirect,,,not_extracted_metadata_only,False,Effect sizes not extracted from full text in pilot metadata pass
Stem cells to reverse aging.,stem_cell,surrogate_or_indirect,,,not_extracted_metadata_only,False,Effect sizes not extracted from full text in pilot metadata pass
Molecular hallmarks of heterochronic parabiosis at single-cell resolution.,controversial,surrogate_or_indirect,,,not_extracted_metadata_only,False,Effect sizes not extracted from full text in pilot metadata pass
Restoring nuclear entry of Sirtuin 2 in oligodendrocyte progenitor cells promotes remyelination during ageing.,nad_sirtuin,surrogate_or_indirect,,,not_extracted_metadata_only,False,Effect sizes not extracted from full text in pilot metadata pass
[Physical Activity and Mental Health in the Elderly].,exercise,surrogate_or_indirect,,,not_extracted_metadata_only,False,Effect sizes not extracted from full text in pilot metadata pass
"Intermittent and periodic fasting, longevity and disease.",fasting,surrogate_or_indirect,,,not_extracted_metadata_only,False,Effect sizes not extracted from full text in pilot metadata pass
Dietary restriction and lifespan: adaptive reallocation or somatic sacrifice?,caloric_restriction,hard_ageing_relevance,,,not_extracted_metadata_only,False,Effect sizes not extracted from full text in pilot metadata pass
"Fecal microbiota transfer between young and aged mice reverses hallmarks of the aging gut, eye, and brain.",microbiome,surrogate_or_indirect,,,not_extracted_metadata_only,False,Effect sizes not extracted from full text in pilot metadata pass
Heterochronic parabiosis induces stem cell revitalization and systemic rejuvenation across aged tissues.,stem_cell,surrogate_or_indirect,,,not_extracted_metadata_only,False,Effect sizes not extracted from full text in pilot metadata pass
Ageing and rejuvenation of tissue stem cells and their niches.,stem_cell,surrogate_or_indirect,,,not_extracted_metadata_only,False,Effect sizes not extracted from full text in pilot metadata pass
Cellular senescence and senolytics: the path to the clinic.,senolytics,biological_ageing_biomarker,,,not_extracted_metadata_only,False,Effect sizes not extracted from full text in pilot metadata pass
"The epigenetic aging, obesity, and lifestyle.",lifestyle_bundle,surrogate_or_indirect,,,not_extracted_metadata_only,False,Effect sizes not extracted from full text in pilot metadata pass
"The efficacy and safety of β-nicotinamide mononucleotide (NMN) supplementation in healthy middle-aged adults: a randomized, multicenter, double-blind, placebo-controlled, parallel-group, dose-dependent clinical trial.",nad_sirtuin,surrogate_or_indirect,,,not_extracted_metadata_only,False,Effect sizes not extracted from full text in pilot metadata pass
Dietary restriction in senolysis and prevention and treatment of disease.,caloric_restriction,surrogate_or_indirect,,,not_extracted_metadata_only,False,Effect sizes not extracted from full text in pilot metadata pass
Nicotinamide Mononucleotide Supplementation Improves Mitochondrial Dysfunction and Rescues Cellular Senescence by NAD(+)/Sirt3 Pathway in Mesenchymal Stem Cells.,nad_sirtuin,biological_ageing_biomarker,,,not_extracted_metadata_only,False,Effect sizes not extracted from full text in pilot metadata pass
"Senolytic drugs, dasatinib and quercetin, attenuate adipose tissue inflammation, and ameliorate metabolic function in old age.",senolytics,surrogate_or_indirect,,,not_extracted_metadata_only,False,Effect sizes not extracted from full text in pilot metadata pass
Social heterochronic parabiosis.,controversial,surrogate_or_indirect,,,not_extracted_metadata_only,False,Effect sizes not extracted from full text in pilot metadata pass
Increased cellular senescence in doxorubicin-induced murine ovarian injury: effect of senolytics.,senolytics,biological_ageing_biomarker,,,not_extracted_metadata_only,False,Effect sizes not extracted from full text in pilot metadata pass
Harnessing matrix stiffness to engineer a bone marrow niche for hematopoietic stem cell rejuvenation.,stem_cell,surrogate_or_indirect,,,not_extracted_metadata_only,False,Effect sizes not extracted from full text in pilot metadata pass
Cancer prevention with rapamycin.,rapamycin_mtor,surrogate_or_indirect,,,not_extracted_metadata_only,False,Effect sizes not extracted from full text in pilot metadata pass
Senolytic vaccination improves normal and pathological age-related phenotypes and increases lifespan in progeroid mice.,senolytics,hard_ageing_relevance,,,not_extracted_metadata_only,False,Effect sizes not extracted from full text in pilot metadata pass
Effect of long-term caloric restriction on DNA methylation measures of biological aging in healthy adults from the CALERIE trial.,caloric_restriction,surrogate_or_indirect,,,not_extracted_metadata_only,False,Effect sizes not extracted from full text in pilot metadata pass
Heterochronic parabiosis reprograms the mouse brain transcriptome by shifting aging signatures in multiple cell types.,controversial,surrogate_or_indirect,,,not_extracted_metadata_only,False,Effect sizes not extracted from full text in pilot metadata pass
Targeting the biology of aging with mTOR inhibitors.,rapamycin_mtor,surrogate_or_indirect,,,not_extracted_metadata_only,False,Effect sizes not extracted from full text in pilot metadata pass
Evaluation of off-label rapamycin use to promote healthspan in 333 adults.,rapamycin_mtor,surrogate_or_indirect,,,not_extracted_metadata_only,False,Effect sizes not extracted from full text in pilot metadata pass
Prolonged fasting times reap greater geroprotective effects when combined with caloric restriction in adult female mice.,caloric_restriction,surrogate_or_indirect,,,not_extracted_metadata_only,False,Effect sizes not extracted from full text in pilot metadata pass
Sirtuin family in autoimmune diseases.,nad_sirtuin,surrogate_or_indirect,,,not_extracted_metadata_only,False,Effect sizes not extracted from full text in pilot metadata pass
The Beneficial and Adverse Effects of Autophagic Response to Caloric Restriction and Fasting.,caloric_restriction,surrogate_or_indirect,,,not_extracted_metadata_only,False,Effect sizes not extracted from full text in pilot metadata pass
Editorial: Sarcopenia and frailty: the role of physical activity for better aging.,exercise,healthspan_functional_ageing,,,not_extracted_metadata_only,False,Effect sizes not extracted from full text in pilot metadata pass
"Mechanisms, pathways and strategies for rejuvenation through epigenetic reprogramming.",reprogramming,surrogate_or_indirect,,,not_extracted_metadata_only,False,Effect sizes not extracted from full text in pilot metadata pass
Nutrition and dietary restrictions in cancer prevention.,caloric_restriction,surrogate_or_indirect,,,not_extracted_metadata_only,False,Effect sizes not extracted from full text in pilot metadata pass
The influence of the gut microbiome on ovarian aging.,microbiome,surrogate_or_indirect,,,not_extracted_metadata_only,False,Effect sizes not extracted from full text in pilot metadata pass
Epigenetic reprogramming as a key to reverse ageing and increase longevity.,reprogramming,surrogate_or_indirect,,,not_extracted_metadata_only,False,Effect sizes not extracted from full text in pilot metadata pass
